INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,ORIGINOBSERVATIONTIME,STATION,DATE,REPORT_TYPE,ORIGIN_UA_OBS,VIS_METERS
4056,20190409,383,HNL,91182022521,2019-04-10 06:53:00+00:00,91182022521,2019-04-10 06:53:00+00:00,FM-15,MET10804/09/19 20:53:02 METAR PHNL 100653Z 05011KT 10SM FEW022 SCT037 26/18 A3012 RMK AO2 SLP198 VCSH NE T02560178,16093.0
4058,20190409,1731,KOA,91197521510,2019-04-10 06:53:00+00:00,91197521510,2019-04-10 06:53:00+00:00,FM-15,MET09004/09/19 20:53:02 METAR PHKO 100653Z 07003KT 10SM CLR 25/17 A3005 RMK AO2 SLP177 T02500172,16093.0
4054,20190409,1430,OGG,91190022516,2019-04-10 06:54:00+00:00,91190022516,2019-04-10 06:54:00+00:00,FM-15,MET10004/09/19 20:54:02 METAR PHOG 100654Z 05011KT 10SM FEW035 SCT055 25/19 A3013 RMK AO2 SLP207 T02500189,16093.0
4057,20190409,1104,ANC,70273026451,2019-04-10 07:53:00+00:00,70273026451,2019-04-10 07:53:00+00:00,FM-15,MET10104/09/19 22:53:02 METAR PANC 100753Z 16004KT 10SM FEW080 FEW250 01/M02 A2988 RMK AO2 SLP119 T00111017,16093.0
4072,20190410,294,CID,72545014990,2019-04-10 10:52:00+00:00,72545014990,2019-04-10 10:52:00+00:00,FM-15,MET11904/10/19 04:52:02 METAR KCID 101052Z 09012KT 4SM +RA BR FEW009 OVC060 04/04 A2992 RMK AO2 SLP133 P0017 T00440044 $ (AB),6437.0
4062,20190410,1690,AUS,72254013904,2019-04-10 10:53:00+00:00,72254013904,2019-04-10 10:53:00+00:00,FM-15,MET09804/10/19 04:53:02 METAR KAUS 101053Z 00000KT 10SM FEW200 12/12 A2974 RMK AO2 SLP064 T01220117 (DP),16093.0
4068,20190410,1864,MSP,72658014922,2019-04-10 11:17:00+00:00,72658014922,2019-04-10 11:17:00+00:00,FM-16,MET10004/10/19 05:17:02 SPECI KMSP 101117Z 09013KT 10SM BKN028 BKN220 M01/M06 A3005 RMK AO2 T10111061 (PL),16093.0
4061,20190410,2309,FSD,72651014944,2019-04-10 11:18:00+00:00,72651014944,2019-04-10 11:18:00+00:00,FM-16,MET17704/10/19 05:18:02 SPECI KFSD 101118Z 06018G26KT 10SM TS BKN012 OVC070CB 02/M01 A2983 RMK AO2 PK WND 08028/1057 LTG DSNT ALQDS TSB17 PRESRR FRQ LTGIC N TS N MOV NE T00171006 (GH),16093.0
4067,20190410,2221,SAT,72253012921,2019-04-10 11:51:00+00:00,72253012921,2019-04-10 11:51:00+00:00,FM-15,MET11604/10/19 05:51:02 METAR KSAT 101151Z 00000KT 10SM FEW250 16/13 A2975 RMK AO2 SLP056 T01610133 10217 20156 58009 (CM),16093.0
4060,20190410,939,ABQ,72365023050,2019-04-10 11:52:00+00:00,72365023050,2019-04-10 11:52:00+00:00,FM-15,MET11804/10/19 04:52:02 METAR KABQ 101152Z 14010KT 10SM FEW210 11/M06 A2964 RMK AO2 SLP966 T01111061 10178 20111 56024 (CLR),16093.0
4071,20190410,802,OMA,72550014942,2019-04-10 11:52:00+00:00,72550014942,2019-04-10 11:52:00+00:00,FM-15,MET15104/10/19 05:52:02 METAR KOMA 101152Z 10019G34KT 10SM FEW120 SCT180 BKN250 10/03 A2966 RMK AO2 PK WND 11034/1150 SLP039 T01000033 10122 20100 58031 (MH),16093.0
4065,20190410,1828,MCI,72446003947,2019-04-10 11:53:00+00:00,72446003947,2019-04-10 11:53:00+00:00,FM-15,MET12304/10/19 05:53:02 METAR KMCI 101153Z 11011KT 10SM FEW150 SCT200 13/04 A2965 RMK AO2 SLP033 T01330044 10178 20133 58017 (SN),16093.0
4066,20190410,1220,DFW,72259003927,2019-04-10 11:53:00+00:00,72259003927,2019-04-10 11:53:00+00:00,FM-15,MET12304/10/19 05:53:02 METAR KDFW 101153Z 16010KT 10SM SCT200 BKN300 19/13 A2967 RMK AO2 SLP038 T01940128 10222 20194 58005 (WF),16093.0
4070,20190410,2362,ICT,72450003928,2019-04-10 11:53:00+00:00,72450003928,2019-04-10 11:53:00+00:00,FM-15,MET13404/10/19 05:53:02 METAR KICT 101153Z 17014G22KT 10SM FEW150 BKN200 BKN250 18/08 A2947 RMK AO2 SLP964 T01830083 10217 20183 56019 (RDC),16093.0
4059,20190410,1872,TUL,72356013968,2019-04-10 11:53:00+00:00,72356013968,2019-04-10 11:53:00+00:00,FM-15,MET11904/10/19 05:53:02 METAR KTUL 101153Z 16017G25KT 10SM BKN250 20/09 A2960 RMK AO2 SLP014 T02000089 10228 20194 56014 (WM),16093.0
4069,20190410,507,BIL,72677024033,2019-04-10 11:53:00+00:00,72677024033,2019-04-10 11:53:00+00:00,FM-15,MET14504/10/19 04:53:02 METAR KBIL 101153Z 05013KT 4SM -RASN BR OVC002 02/01 A2986 RMK AO2 SLP122 SNB24 P0004 60018 70045 T00220006 10050 20022 53011 $,6437.0
4063,20190410,1256,DSM,72546014933,2019-04-10 11:54:00+00:00,72546014933,2019-04-10 11:54:00+00:00,FM-15,MET13004/10/19 05:54:02 METAR KDSM 101154Z 10009KT 10SM FEW012 SCT120 OVC200 08/05 A2982 RMK AO2 SLP098 T00830050 10106 20083 56008 (DM),16093.0
4064,20190410,2118,DEN,72565003017,2019-04-10 19:53:00+00:00,72565003017,2019-04-10 19:53:00+00:00,FM-15,MET15204/10/19 12:53:02 METAR KDEN 101953Z 02018KT 1/2SM R35L/P6000FT -RASN BR BKN003 BKN010 OVC018 01/01 A2953 RMK AO2 SFC VIS 2 SLP977 P0002 T00060006 (MAD),805.0
4144,20190414,896,HKG,45007099999,2019-04-14 03:30:00+00:00,45007099999,2019-04-14 03:30:00+00:00,FM-15,MET098METAR VHHH 140330Z 07010KT 050V110 9999 FEW014 SCT032 27/21 Q1014 TEMPO 3500 SHRA FEW010CB SCT020=,9999.0
4075,20190413,847,IAH,72243012960,2019-04-14 03:53:00+00:00,72243012960,2019-04-14 03:53:00+00:00,FM-15,MET11404/13/19 21:53:01 METAR KIAH 140353Z 29012G22KT 10SM FEW035 13/07 A2979 RMK AO2 PK WND 28029/0257 SLP086 T01280067,16093.0
4147,20190414,850,PEK,54511099999,2019-04-14 04:00:00+00:00,54511099999,2019-04-14 04:00:00+00:00,FM-15,MET061METAR ZBAA 140400Z 28005MPS 230V320 CAVOK 21/M16 Q1020 NOSIG=,9900.0
4142,20190414,945,FRA,10637099999,2019-04-14 06:20:00+00:00,10637099999,2019-04-14 06:20:00+00:00,FM-15,MET051METAR EDDF 140620Z 03012KT CAVOK 04/00 Q1021 NOSIG=,9900.0
4079,20190413,1976,PHX,72278023183,2019-04-14 06:51:00+00:00,72278023183,2019-04-14 06:51:00+00:00,FM-15,MET10004/13/19 23:51:01 METAR KPHX 140651Z 09006KT 10SM CLR 21/01 A2993 RMK AO2 SLP122 T02060006 402670128,16093.0
4080,20190413,2417,PDX,72698024229,2019-04-14 06:53:00+00:00,72698024229,2019-04-14 06:53:00+00:00,FM-15,MET09004/13/19 22:53:01 METAR KPDX 140653Z 26003KT 10SM CLR 07/06 A3002 RMK AO2 SLP163 T00720056,16093.0
4082,20190413,1094,PSP,72286893138,2019-04-14 06:53:00+00:00,72286893138,2019-04-14 06:53:00+00:00,FM-15,MET09004/13/19 22:53:01 METAR KPSP 140653Z 27003KT 10SM CLR 22/03 A2994 RMK AO2 SLP134 T02220028,16093.0
4074,20190413,415,LAX,72295023174,2019-04-14 06:53:00+00:00,72295023174,2019-04-14 06:53:00+00:00,FM-15,MET09304/13/19 22:53:01 METAR KLAX 140653Z 23004KT 10SM FEW230 14/12 A2999 RMK AO2 SLP153 T01440122,16093.0
4073,20190413,1695,SEA,72793024233,2019-04-14 06:53:00+00:00,72793024233,2019-04-14 06:53:00+00:00,FM-15,MET09604/13/19 22:53:01 METAR KSEA 140653Z 21009G20KT 10SM BKN022 07/03 A2991 RMK AO2 SLP136 T00720033,16093.0
4078,20190413,1072,SMF,72483993225,2019-04-14 06:53:00+00:00,72483993225,2019-04-14 06:53:00+00:00,FM-15,MET09004/13/19 22:53:01 METAR KSMF 140653Z 18008KT 10SM CLR 14/09 A2995 RMK AO2 SLP140 T01440094,16093.0
4076,20190413,1583,LAS,72386023169,2019-04-14 06:56:00+00:00,72386023169,2019-04-14 06:56:00+00:00,FM-15,MET09604/13/19 22:56:01 METAR KLAS 140656Z 25004KT 10SM FEW250 17/M04 A2992 RMK AO2 SLP117 T01721039 $,16093.0
4081,20190413,1796,SFO,72494023234,2019-04-14 06:56:00+00:00,72494023234,2019-04-14 06:56:00+00:00,FM-15,MET09904/13/19 22:56:01 METAR KSFO 140656Z 26009KT 7SM FEW010 BKN013 11/08 A3002 RMK AO2 SLP164 T01110078,11265.0
4137,20190414,929,LHR,03772099999,2019-04-14 07:20:00+00:00,03772099999,2019-04-14 07:20:00+00:00,FM-15,MET064METAR COR EGLL 140720Z AUTO 05005KT 9999 NCD 03/M00 Q1026 NOSIG=,9999.0
4154,20190414,1165,LAX,72295023174,2019-04-14 07:53:00+00:00,72295023174,2019-04-14 07:53:00+00:00,FM-15,MET10304/13/19 23:53:01 METAR KLAX 140753Z 24003KT 10SM SCT230 14/12 A2999 RMK AO2 SLP153 T01440122 402220117,16093.0
4092,20190414,986,CDG,07157099999,2019-04-14 09:00:00+00:00,07157099999,2019-04-14 09:00:00+00:00,FM-15,MET066METAR LFPG 140900Z 03006KT 340V070 9999 SCT021 05/M01 Q1023 NOSIG=,9999.0
4132,20190414,928,LHR,03772099999,2019-04-14 09:20:00+00:00,03772099999,2019-04-14 09:20:00+00:00,FM-15,MET071METAR COR EGLL 140920Z AUTO 09008KT 050V120 9999 NCD 07/01 Q1026 NOSIG=,9999.0
4140,20190414,973,BRU,06451099999,2019-04-14 09:20:00+00:00,06451099999,2019-04-14 09:20:00+00:00,FM-15,MET064METAR EBBR 140920Z 05008KT 7000 SCT009 BKN014 04/00 Q1025 NOSIG=,7000.0
4139,20190414,908,AMS,06240099999,2019-04-14 09:25:00+00:00,06240099999,2019-04-14 09:25:00+00:00,FM-15,MET065METAR EHAM 140925Z 07010KT 030V120 9999 FEW022 07/02 Q1026 NOSIG=,9999.0
4146,20190414,671,SJU,78526011641,2019-04-14 09:56:00+00:00,78526011641,2019-04-14 09:56:00+00:00,FM-15,MET10604/14/19 05:56:02 METAR TJSJ 140956Z 11005KT 10SM FEW026 FEW045 24/21 A3000 RMK AO2 SLP157 T02390206 (JOE),16093.0
4120,20190414,2143,CLE,72524014820,2019-04-14 10:51:00+00:00,72524014820,2019-04-14 10:51:00+00:00,FM-15,MET11004/14/19 05:51:02 METAR KCLE 141051Z 03012KT 9SM -RA OVC065 05/02 A2996 RMK AO2 SLP146 P0002 T00500017 $ (MAC),14484.0
4130,20190414,1965,TPA,72211012842,2019-04-14 10:53:00+00:00,72211012842,2019-04-14 10:53:00+00:00,FM-15,MET11104/14/19 05:53:02 METAR KTPA 141053Z 15007G14KT 10SM SCT011 BKN110 23/21 A2989 RMK AO2 SLP122 T02330211 $ (BDS),16093.0
4100,20190414,985,FLL,74783012849,2019-04-14 10:53:00+00:00,74783012849,2019-04-14 10:53:00+00:00,FM-15,MET09904/14/19 05:53:02 METAR KFLL 141053Z 16010KT 10SM SCT019 26/23 A2994 RMK AO2 SLP137 T02610228 (JNR),16093.0
4126,20190414,1702,MIA,72202012839,2019-04-14 10:53:00+00:00,72202012839,2019-04-14 10:53:00+00:00,FM-15,MET10804/14/19 05:53:02 METAR KMIA 141053Z 14009G16KT 10SM FEW022 FEW043 26/23 A2994 RMK AO2 SLP140 T02560228 (AM),16093.0
4123,20190414,1591,RSW,72210812894,2019-04-14 10:53:00+00:00,72210812894,2019-04-14 10:53:00+00:00,FM-15,MET09504/14/19 05:53:02 METAR KRSW 141053Z 14005KT 10SM CLR 22/21 A2992 RMK AO2 SLP128 T02220211 (WX),16093.0
4088,20190414,2142,MCO,72205012815,2019-04-14 11:06:00+00:00,72205012815,2019-04-14 11:06:00+00:00,FM-16,MET10504/14/19 06:06:02 SPECI KMCO 141106Z 15010KT 10SM FEW012 BKN027 BKN095 23/21 A2993 RMK AO2 T02330211 (IV),16093.0
4094,20190414,977,EWR,72502014734,2019-04-14 11:16:00+00:00,72502014734,2019-04-14 11:16:00+00:00,FM-16,MET11304/14/19 06:16:02 SPECI KEWR 141116Z 19005KT 1/4SM R04R/1000V1600FT FG OVC001 16/15 A2996 RMK AO2 T01560150 (MVC),402.0
4152,20190414,547,YYZ,71624099999,2019-04-14 12:00:00+00:00,71624099999,2019-04-14 12:00:00+00:00,FM-15,MET067METAR CYYZ 141200Z 04008KT 15SM OVC080 03/M04 A3003 RMK AC8 SLP176=,24140.0
4097,20190414,426,EWR,72502014734,2019-04-14 12:17:00+00:00,72502014734,2019-04-14 12:17:00+00:00,FM-16,MET11504/14/19 07:17:02 SPECI KEWR 141217Z 22003KT 1/4SM R04R/1400V2400FT FG OVC002 16/16 A2994 RMK AO2 T01560156 $ (MVC),402.0
4121,20190414,732,MCO,72205012815,2019-04-14 12:20:00+00:00,72205012815,2019-04-14 12:20:00+00:00,FM-16,MET10504/14/19 07:20:02 SPECI KMCO 141220Z 15012KT 10SM BKN011 BKN021 BKN027 24/22 A2993 RMK AO2 T02440217 (IV),16093.0
4108,20190414,776,CLE,72524014820,2019-04-14 12:51:00+00:00,72524014820,2019-04-14 12:51:00+00:00,FM-15,MET12904/14/19 07:51:02 METAR KCLE 141251Z 05015G23KT 6SM -RA BR BKN049 BKN055 OVC070 04/02 A2983 RMK AO2 SLP103 P0008 T00440022 $ (AP),9656.0
4104,20190414,233,SAT,72253012921,2019-04-14 12:51:00+00:00,72253012921,2019-04-14 12:51:00+00:00,FM-15,MET10104/14/19 06:51:02 METAR KSAT 141251Z 29003KT 10SM FEW250 08/04 A3010 RMK AO2 SLP183 T00780039 $ (MBZ),16093.0
4157,20190414,374,IAD,72403093738,2019-04-14 12:52:00+00:00,72403093738,2019-04-14 12:52:00+00:00,FM-15,MET11204/14/19 07:52:02 METAR KIAD 141252Z 15008KT 2SM BR OVC005 18/17 A2987 RMK AO2 DZE47 SLP114 P0000 T01780167 (TH),3219.0
4083,20190414,334,CVG,72421093814,2019-04-14 12:52:00+00:00,72421093814,2019-04-14 12:52:00+00:00,FM-15,MET15604/14/19 07:52:02 METAR KCVG 141252Z 09010KT 10SM SCT008 BKN035 OVC045 11/10 A2957 RMK AO2 PK WND 08026/1206 RAE29 SLP007 OCNL BINOVC P0003 T01110100 $ (JP),16093.0
4124,20190414,1496,DCA,72405013743,2019-04-14 12:52:00+00:00,72405013743,2019-04-14 12:52:00+00:00,FM-15,MET11904/14/19 07:52:02 METAR KDCA 141252Z 18004KT 6SM BR BKN007 OVC013 19/17 A2990 RMK AO2 DZE49 SLP125 P0000 T01890172 (WS),9656.0
4122,20190414,754,MSP,72658014922,2019-04-14 12:53:00+00:00,72658014922,2019-04-14 12:53:00+00:00,FM-15,MET09904/14/19 06:53:02 METAR KMSP 141253Z 04004KT 10SM BKN036 00/M05 A3001 RMK AO2 SLP173 T00001050 (NK),16093.0
4131,20190414,1188,MSY,72231012916,2019-04-14 12:53:00+00:00,72231012916,2019-04-14 12:53:00+00:00,FM-15,MET11404/14/19 06:53:02 METAR KMSY 141253Z 27015KT 10SM CLR 15/08 A2975 RMK AO2 PK WND 27028/1207 SLP078 T01500083 (SNN),16093.0
4118,20190414,800,RSW,72210812894,2019-04-14 12:53:00+00:00,72210812894,2019-04-14 12:53:00+00:00,FM-15,MET09504/14/19 07:53:02 METAR KRSW 141253Z 16011KT 10SM CLR 25/22 A2992 RMK AO2 SLP129 T02500222 (WX),16093.0
4125,20190414,1891,DTW,72537094847,2019-04-14 12:53:00+00:00,72537094847,2019-04-14 12:53:00+00:00,FM-15,MET13304/14/19 07:53:02 METAR KDTW 141253Z 06010KT 3SM RA BKN014 BKN033 OVC050 02/00 A2988 RMK AO2 TWR VIS 4 SLP122 P0005 T00220000 $ (DJE),4828.0
4103,20190414,463,LGA,72503014732,2019-04-14 12:53:00+00:00,72503014732,2019-04-14 12:53:00+00:00,FM-16,MET12004/14/19 07:53:02 SPECI KLGA 141253Z 00000KT 1/2SM R04/3000VP6000FT FG BKN002 BKN006 15/15 A2994 RMK AO2 T01500150 (ATK),805.0
4109,20190414,1839,IAH,72243012960,2019-04-14 12:53:00+00:00,72243012960,2019-04-14 12:53:00+00:00,FM-15,MET09804/14/19 06:53:02 METAR KIAH 141253Z 29009KT 10SM FEW033 10/06 A2998 RMK AO2 SLP152 T01000056 (MS),16093.0
4162,20190414,635,BWI,72406093721,2019-04-14 12:54:00+00:00,72406093721,2019-04-14 12:54:00+00:00,FM-15,MET10104/14/19 07:54:02 METAR KBWI 141254Z 12006KT 3SM BR OVC003 17/17 A2990 RMK AO2 SLP125 T01720172 (RJK),4828.0
4114,20190414,2409,PHL,72408013739,2019-04-14 12:54:00+00:00,72408013739,2019-04-14 12:54:00+00:00,FM-15,MET13304/14/19 07:54:02 METAR KPHL 141254Z 20004KT 3/4SM R09R/2000V3000FT BR OVC003 16/16 A2994 RMK AO2 SLP140 CIG 002V004 T01610156 $ (DH),1207.0
4143,20190414,775,BOS,72509014739,2019-04-14 12:54:00+00:00,72509014739,2019-04-14 12:54:00+00:00,FM-15,MET10504/14/19 07:54:02 METAR KBOS 141254Z 31003KT 10SM SCT110 BKN250 18/07 A2998 RMK AO2 SLP153 T01780072 (FA),16093.0
4150,20190414,913,SAN,72290023188,2019-04-14 13:03:00+00:00,72290023188,2019-04-14 13:03:00+00:00,FM-16,MET09804/14/19 05:03:02 SPECI KSAN 141303Z 00000KT 10SM SCT009 BKN250 14/08 A2998 RMK AO2 T01440083 (ML),16093.0
4128,20190414,609,DCA,72405013743,2019-04-14 13:17:00+00:00,72405013743,2019-04-14 13:17:00+00:00,FM-16,MET09704/14/19 08:17:02 SPECI KDCA 141317Z 17005KT 8SM SCT007 OVC013 19/17 A2989 RMK AO2 T01890172 (WS),12875.0
4134,20190414,519,LGA,72503014732,2019-04-14 13:22:00+00:00,72503014732,2019-04-14 13:22:00+00:00,FM-16,MET12604/14/19 08:22:02 SPECI KLGA 141322Z 04005KT 2 1/2SM BR BKN003 BKN006 15/14 A2993 RMK AO2 SFC VIS 4 VIS N-NE 1 T01500144 (ATK),4023.0
4095,20190414,833,PHX,72278023183,2019-04-14 13:51:00+00:00,72278023183,2019-04-14 13:51:00+00:00,FM-15,MET09804/14/19 06:51:02 METAR KPHX 141351Z 10010KT 10SM BKN250 16/02 A2995 RMK AO2 SLP131 T01560017 (MW),16093.0
4159,20190414,272,MCO,72205012815,2019-04-14 13:53:00+00:00,72205012815,2019-04-14 13:53:00+00:00,FM-15,MET10504/14/19 08:53:02 METAR KMCO 141353Z 18011KT 10SM BKN016 BKN020 27/22 A2995 RMK AO2 SLP141 T02670222 (IV),16093.0
4155,20190414,859,AUS,72254013904,2019-04-14 13:53:00+00:00,72254013904,2019-04-14 13:53:00+00:00,FM-15,MET10004/14/19 07:53:02 METAR KAUS 141353Z 31011G15KT 10SM CLR 12/05 A3008 RMK AO2 SLP185 T01170050 $ (WM),16093.0
4093,20190414,729,DFW,72259003927,2019-04-14 13:53:00+00:00,72259003927,2019-04-14 13:53:00+00:00,FM-15,MET09804/14/19 07:53:02 METAR KDFW 141353Z 31014KT 10SM SCT250 09/03 A2997 RMK AO2 SLP148 T00940033 (WF),16093.0
4106,20190414,1418,FLL,74783012849,2019-04-14 13:53:00+00:00,74783012849,2019-04-14 13:53:00+00:00,FM-15,MET11904/14/19 08:53:02 METAR KFLL 141353Z 16018G24KT 10SM SCT022 28/22 A2994 RMK AO2 PK WND 17026/1341 SLP139 T02830222 (DR),16093.0
4098,20190414,734,SFO,72494023234,2019-04-14 13:56:00+00:00,72494023234,2019-04-14 13:56:00+00:00,FM-15,MET10204/14/19 05:56:02 METAR KSFO 141356Z 25009G17KT 9SM FEW010 SCT013 09/07 A2999 RMK AO2 SLP154 T00940072,14484.0
4136,20190414,432,LAS,72386023169,2019-04-14 13:56:00+00:00,72386023169,2019-04-14 13:56:00+00:00,FM-15,MET10104/14/19 05:56:02 METAR KLAS 141356Z 00000KT 10SM BKN250 14/M02 A2992 RMK AO2 SLP117 T01391017 $ (JP),16093.0
4102,20190414,664,YVR,71892099999,2019-04-14 14:00:00+00:00,71892099999,2019-04-14 14:00:00+00:00,FM-15,MET113METAR CYVR 141400Z 08005KT 30SM FEW040 SCT068 BKN078 BKN250 06/03 A2987 RMK SC1AC3AC2CC1 SC TR ACSL S - W SLP116=,48280.0
4129,20190414,2240,YYC,71877099999,2019-04-14 14:00:00+00:00,71877099999,2019-04-14 14:00:00+00:00,FM-15,MET115METAR CYYC 141400Z 26009KT 40SM BKN120 BKN220 05/M06 A2938 RMK AC7CI1 CI TR VIRGA SW + N SLP973 DENSITY ALT 3900FT=,64374.0
4087,20190414,616,SFO,72494023234,2019-04-14 14:00:00+00:00,72494023234,2019-04-14 14:00:00+00:00,FM-16,MET09504/14/19 06:00:02 SPECI KSFO 141400Z 26011G17KT 8SM FEW009 BKN013 10/07 A2999 RMK AO2 T01000072,12875.0
4151,20190414,330,MIA,72202012839,2019-04-14 14:12:00+00:00,72202012839,2019-04-14 14:12:00+00:00,FM-16,MET10104/14/19 09:12:02 SPECI KMIA 141412Z 14015G22KT 10SM BKN024 BKN030 28/23 A2996 RMK AO2 T02830228 (AM),16093.0
4086,20190414,516,EWR,72502014734,2019-04-14 14:14:00+00:00,72502014734,2019-04-14 14:14:00+00:00,FM-16,MET11904/14/19 09:14:02 SPECI KEWR 141414Z 13004KT 3SM BR SCT005 BKN200 BKN250 17/16 A2992 RMK AO2 SFC VIS 5 T01720156 $ (JG),4828.0
4141,20190414,241,ATL,72219013874,2019-04-14 14:26:00+00:00,72219013874,2019-04-14 14:26:00+00:00,FM-16,MET14704/14/19 09:26:02 SPECI KATL 141426Z 19011G25KT 2 1/2SM RA BR SCT005 BKN012 OVC045 21/18 A2974 RMK AO2 LTG DSNT W CB DSNT W P0017 T02060183 $ (CPS),4023.0
4127,20190414,656,PHX,72278023183,2019-04-14 14:51:00+00:00,72278023183,2019-04-14 14:51:00+00:00,FM-15,MET10404/14/19 07:51:02 METAR KPHX 141451Z 12009KT 10SM BKN250 17/02 A2997 RMK AO2 SLP138 T01720017 53018 (MW),16093.0
4153,20190414,1953,LGA,72503014732,2019-04-14 14:51:00+00:00,72503014732,2019-04-14 14:51:00+00:00,FM-15,MET14704/14/19 09:51:02 METAR KLGA 141451Z 06008KT 1/2SM R04/1200V3000FT FG BKN002 BKN006 BKN250 14/12 A2992 RMK AO2 SLP131 VIS S 2 T01390122 56010 (ATK),805.0
4148,20190414,721,IAD,72403093738,2019-04-14 14:52:00+00:00,72403093738,2019-04-14 14:52:00+00:00,FM-15,MET11204/14/19 09:52:02 METAR KIAD 141452Z 16009KT 6SM BR OVC006 19/18 A2983 RMK AO2 SLP101 60000 T01890178 56028 (TH),9656.0
4138,20190414,682,DEN,72565003017,2019-04-14 14:53:00+00:00,72565003017,2019-04-14 14:53:00+00:00,FM-15,MET13904/14/19 07:53:02 METAR KDEN 141453Z 23005KT 10SM FEW090 BKN130 BKN200 06/M02 A2978 RMK AO2 SLP070 ACSL OMTNS DSNT NW T00611017 58001 (PJM),16093.0
4112,20190414,2265,LAX,72295023174,2019-04-14 14:53:00+00:00,72295023174,2019-04-14 14:53:00+00:00,FM-15,MET11804/14/19 06:53:02 METAR KLAX 141453Z 26006KT 10SM FEW004 BKN009 BKN230 14/12 A2999 RMK AO2 SLP153 T01390122 51009 (RD),16093.0
4101,20190414,1059,SJC,72494523293,2019-04-14 14:53:00+00:00,72494523293,2019-04-14 14:53:00+00:00,FM-15,MET12004/14/19 06:53:02 METAR KSJC 141453Z 36004KT 10SM FEW001 FEW015 SCT110 11/09 A3000 RMK AO2 SLP157 T01110094 53005 $ (CN),16093.0
4105,20190414,2287,SEA,72793024233,2019-04-14 14:53:00+00:00,72793024233,2019-04-14 14:53:00+00:00,FM-15,MET11104/14/19 06:53:02 METAR KSEA 141453Z 20008KT 10SM BKN016 OVC020 06/03 A2994 RMK AO2 SLP147 T00610028 53002 (TL),16093.0
4107,20190414,436,AUS,72254013904,2019-04-14 14:53:00+00:00,72254013904,2019-04-14 14:53:00+00:00,FM-15,MET10304/14/19 08:53:02 METAR KAUS 141453Z 29008KT 10SM CLR 14/05 A3009 RMK AO2 SLP189 T01390050 51020 $ (WM),16093.0
4158,20190414,1989,SMF,72483993225,2019-04-14 14:53:00+00:00,72483993225,2019-04-14 14:53:00+00:00,FM-15,MET10404/14/19 06:53:02 METAR KSMF 141453Z 18011KT 10SM FEW250 12/09 A2992 RMK AO2 SLP130 T01220089 53001 (BL),16093.0
4117,20190414,2004,PDX,72698024229,2019-04-14 14:53:00+00:00,72698024229,2019-04-14 14:53:00+00:00,FM-15,MET11904/14/19 06:53:02 METAR KPDX 141453Z 15004KT 10SM SCT065 BKN120 OVC250 07/04 A3003 RMK AO2 SLP166 T00670044 55004 (FAR),16093.0
4084,20190414,1937,MCO,72205012815,2019-04-14 14:53:00+00:00,72205012815,2019-04-14 14:53:00+00:00,FM-15,MET12104/14/19 09:53:02 METAR KMCO 141453Z 17015G20KT 10SM SCT019 SCT027 BKN110 28/22 A2996 RMK AO2 SLP142 T02830217 51009 (IV),16093.0
4099,20190414,1801,GEG,72785024157,2019-04-14 14:53:00+00:00,72785024157,2019-04-14 14:53:00+00:00,FM-15,MET12004/14/19 06:53:02 METAR KGEG 141453Z 21011KT 10SM FEW020 FEW100 BKN250 03/M02 A2979 RMK AO2 SLP099 T00281017 53016 (TJS),16093.0
4096,20190414,549,PHL,72408013739,2019-04-14 14:54:00+00:00,72408013739,2019-04-14 14:54:00+00:00,FM-15,MET12504/14/19 09:54:02 METAR KPHL 141454Z VRB03KT 10SM BKN009 OVC019 19/17 A2989 RMK AO2 SLP121 CIG 007V011 T01940167 58023 $ (DH),16093.0
4089,20190414,1251,BOS,72509014739,2019-04-14 14:54:00+00:00,72509014739,2019-04-14 14:54:00+00:00,FM-15,MET11104/14/19 09:54:02 METAR KBOS 141454Z 13006KT 10SM BKN120 BKN250 17/08 A2996 RMK AO2 SLP144 T01720078 58011 (FA),16093.0
4160,20190414,566,BWI,72406093721,2019-04-14 14:54:00+00:00,72406093721,2019-04-14 14:54:00+00:00,FM-15,MET10504/14/19 09:54:02 METAR KBWI 141454Z 14007KT 10SM OVC005 19/18 A2985 RMK AO2 SLP106 T01890178 56030 (RJK),16093.0
4133,20190414,211,YYZ,71624099999,2019-04-14 15:00:00+00:00,71624099999,2019-04-14 15:00:00+00:00,FM-15,MET071METAR CYYZ 141500Z 07009KT 12SM -RA OVC040 02/M03 A2992 RMK SC8 SLP138=,19312.0
4149,20190414,1574,PIT,72520094823,2019-04-14 15:51:00+00:00,72520094823,2019-04-14 15:51:00+00:00,FM-15,MET12504/14/19 10:51:02 METAR KPIT 141551Z 12004KT 4SM -RA BR FEW033 BKN046 OVC070 09/09 A2969 RMK AO2 SLP061 P0015 T00940089 (WAO),6437.0
4090,20190414,537,DCA,72405013743,2019-04-14 15:52:00+00:00,72405013743,2019-04-14 15:52:00+00:00,FM-15,MET12304/14/19 10:52:02 METAR KDCA 141552Z 18010KT 7SM FEW007 BKN013 OVC020 21/18 A2984 RMK AO2 DZE50 SLP103 P0000 T02060178 (WS),11265.0
